Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1 (city),Location 1,Location 2,Location 1 (state)
VERMONT,2014,2,,-,8,,92,,,-,5,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),,VERMONT
WYOMING,2014,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),,WYOMING
PENNSYLVANIA,2014,2,10,,80,,540,,36,,116,,,-,1,,5,,,-,,-,,-,0,,3,,,-,,-,,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA
FLORIDA,2014,2,,-,2,,14,,1,,2,,,-,1,,3,,1,,1,,,-,1,,3,,3,,3,,,POINT (-81.92895558499964 28.932042899000464),,FLORIDA
RHODE ISLAND,2014,2,,-,9,,54,,,-,,-,,-,0,,8,,,-,,-,,-,0,,1,,,-,,-,,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND
INDIANA,2014,2,,-,1,,13,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,POINT (-86.14995579899966 39.76691364600049),,INDIANA
OHIO,2014,2,,-,1,,7,,,-,1,,1,,0,,3,,2,,1,,,-,0,,2,,,-,,-,,POINT (-82.40425685299965 40.06021029700048),,OHIO
MISSOURI,2014,2,,-,0,,3,,,-,,-,,-,0,,1,,1,,1,,,-,0,,2,,1,,1,,,POINT (-92.56629737199967 38.63579372300046),,MISSOURI
NEW YORK,2014,2,4,,46,,257,,4,,5,,,-,1,,5,,,-,1,,,-,0,,3,,,-,,-,,POINT (-75.54396639699968 42.82700023900048),,NEW YORK
MAINE,2014,2,,-,14,,99,,,-,4,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,POINT (-68.98502952999962 45.254228663000504),,MAINE
SOUTH CAROLINA,2014,2,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA
NEW JERSEY,2014,2,,-,48,,224,,,-,102,,,-,1,,5,,,-,,-,,-,0,,2,,,-,1,,,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY
PUERTO RICO,2014,2,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO
CALIFORNIA,2014,2,,-,1,,6,,,-,2,,5,,1,,7,,5,,2,,,-,2,,7,,1,,9,,,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA
KENTUCKY,2014,2,,-,0,,9,,1,,,-,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY
NORTH DAKOTA,2014,2,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA
VIRGINIA,2014,2,,-,2,,80,,,-,1,,,-,0,,4,,,-,,-,1,,0,,1,,1,,,-,,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA
C.N.M.I.,2014,2,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.
HAWAII,2014,2,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-157.85774691599974 21.30485166200043),,HAWAII
NEW MEXICO,2014,2,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO
VIRGIN ISL.,2014,2,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.
ILLINOIS,2014,2,,-,2,,30,,,-,1,,,-,1,,5,,,-,1,,,-,0,,2,,,-,1,,,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS
DELAWARE,2014,2,,-,7,,23,,,-,13,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-75.57773943699965 39.00883351400046),,DELAWARE
CONNECTICUT,2014,2,,-,24,,245,,,-,44,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT
ARIZONA,2014,2,,-,0,,3,,,-,,-,,-,0,,3,,,-,2,,,-,0,,3,,,-,,-,,POINT (-111.76380949799972 34.865973091000455),,ARIZONA
GUAM,2014,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),,GUAM
UNITED STATES,2014,3,21,,341,,2168,,105,,658,,8,,24,,48,,30,,52,,2,,9,,21,,18,,47,,,,,
NEW ENGLAND,2014,3,,-,118,,878,,3,,206,,,-,2,,8,,1,,6,,,-,0,,3,,,-,3,,,,,
MID. ATLANTIC,2014,3,17,,171,,1004,,80,,310,,3,,8,,21,,9,,9,,,-,1,,7,,,-,4,,,,,
E.N. CENTRAL,2014,3,,-,16,,219,,2,,17,,1,,2,,8,,4,,8,,,-,0,,4,,,-,3,,,,,
S. ATLANTIC,2014,3,3,,36,,124,,18,,117,,4,,5,,16,,7,,16,,1,,1,,6,,7,,9,,,,,
E.S. CENTRAL,2014,3,,-,1,,9,,1,,3,,,-,1,,4,,2,,3,,,-,0,,2,,1,,3,,,,,
W.S. CENTRAL,2014,3,,-,1,,5,,,-,,-,,-,1,,7,,,-,1,,,-,1,,3,,1,,,-,,,,
MOUNTAIN,2014,3,,-,2,,9,,,-,,-,,-,1,,6,,,-,3,,,-,0,,4,,,-,2,,,,,
PACIFIC,2014,3,,-,3,,8,,,-,5,,,-,2,,8,,4,,3,,1,,2,,8,,8,,17,,,,,
NEVADA,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,POINT (-117.07183978499972 39.49324126500045),,NEVADA
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.
NEW YORK,2014,3,10,,46,,257,,14,,9,,1,,1,,5,,1,,1,,,-,0,,3,,,-,1,,,POINT (-75.54396639699968 42.82700023900048),,NEW YORK
CALIFORNIA,2014,3,,-,1,,6,,,-,3,,,-,1,,7,,4,,3,,1,,2,,7,,2,,16,,,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA
TENNESSEE,2014,3,,-,0,,3,,,-,1,,,-,0,,3,,2,,1,,,-,0,,1,,1,,,-,,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE
CONNECTICUT,2014,3,,-,29,,246,,1,,83,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT
ALABAMA,2014,3,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-86.63185803899967 32.84057327200048),,ALABAMA
NEW YORK CITY,2014,3,,-,1,,39,,,-,1,,,-,4,,13,,6,,7,,,-,0,,2,,,-,1,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
SOUTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,1,,,-,1,,,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA
HAWAII,2014,3,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-157.85774691599974 21.30485166200043),,HAWAII
COLORADO,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,POINT (-106.13360888799969 38.84384047000049),,COLORADO
LOUISIANA,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA
PUERTO RICO,2014,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO
ARIZONA,2014,3,,-,0,,3,,,-,,-,,-,0,,3,,,-,2,,,-,0,,3,,,-,,-,,POINT (-111.76380949799972 34.865973091000455),,ARIZONA
FLORIDA,2014,3,2,,2,,14,,3,,4,,1,,1,,3,,2,,4,,,-,1,,3,,3,,4,,,POINT (-81.92895558499964 28.932042899000464),,FLORIDA
MONTANA,2014,3,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-109.42441687999968 47.066526051000494),,MONTANA
NEW MEXICO,2014,3,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO
WYOMING,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-108.10982744299969 43.23554147100049),,WYOMING
INDIANA,2014,3,,-,1,,13,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,POINT (-86.14995579899966 39.76691364600049),,INDIANA
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA
IDAHO,2014,3,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-114.3637261449997 43.682630058000484),,IDAHO
VERMONT,2014,3,,-,8,,92,,,-,7,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),,VERMONT
IOWA,2014,3,,-,2,,27,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),,IOWA
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA
GEORGIA,2014,3,,-,0,,4,,,-,,-,,-,1,,5,,,-,3,,,-,0,,2,,,-,1,,,POINT (-83.62757601199968 32.83968004200045),,GEORGIA
KENTUCKY,2014,3,,-,0,,9,,1,,1,,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY
VIRGINIA,2014,3,,-,2,,90,,,-,1,,1,,0,,4,,1,,,-,,-,0,,1,,1,,,-,,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA
NORTH CAROLINA,2014,3,,-,0,,32,,,-,,-,,-,0,,6,,,-,,-,,-,0,,2,,2,,3,,,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA
ALASKA,2014,3,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),,ALASKA
SOUTH CAROLINA,2014,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA
ARKANSAS,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS
ILLINOIS,2014,3,,-,2,,30,,,-,1,,,-,1,,5,,,-,4,,,-,0,,2,,,-,1,,,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS
WEST VIRGINIA,2014,3,,-,2,,19,,2,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA
MISSOURI,2014,3,,-,0,,3,,,-,,-,,-,0,,1,,1,,1,,,-,0,,2,,1,,2,,,POINT (-92.56629737199967 38.63579372300046),,MISSOURI
MISSISSIPPI,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI
RHODE ISLAND,2014,3,,-,9,,54,,,-,1,,,-,0,,8,,,-,,-,,-,0,,1,,,-,,-,,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND
WISCONSIN,2014,3,,-,12,,179,,,-,13,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN
KANSAS,2014,3,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-98.20077655499966 38.34774033400049),,KANSAS
DIST. OF COL.,2014,3,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.
NEW HAMPSHIRE,2014,3,,-,6,,91,,,-,20,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE
MARYLAND,2014,3,,-,18,,76,,5,,93,,2,,2,,10,,4,,8,,1,,0,,1,,1,,,-,,POINT (-76.60925970899967 39.2905806980005),,MARYLAND
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),,GUAM
PENNSYLVANIA,2014,3,7,,77,,540,,63,,162,,2,,1,,5,,2,,,-,,-,0,,3,,,-,,-,,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA
NORTH DAKOTA,2014,3,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA
OKLAHOMA,2014,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA
DELAWARE,2014,3,1,,7,,23,,8,,17,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-75.57773943699965 39.00883351400046),,DELAWARE
NEBRASKA,2014,3,1,,0,,2,,1,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA
MAINE,2014,3,,-,15,,99,,,-,11,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,POINT (-68.98502952999962 45.254228663000504),,MAINE
UTAH,2014,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,POINT (-111.5871285339997 39.36070374600047),,UTAH
NEW JERSEY,2014,3,,-,46,,224,,3,,138,,,-,1,,5,,,-,1,,,-,0,,2,,,-,2,,,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY
VIRGIN ISL.,2014,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.
OREGON,2014,3,,-,1,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,3,,6,,1,,,POINT (-120.15502977999972 44.567446178000466),,OREGON
MASSACHUSETTS,2014,3,,-,36,,437,,2,,84,,,-,1,,4,,,-,4,,,-,0,,3,,,-,2,,,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS
OHIO,2014,3,,-,1,,7,,,-,1,,1,,0,,3,,3,,1,,,-,0,,2,,,-,,-,,POINT (-82.40425685299965 40.06021029700048),,OHIO
MICHIGAN,2014,3,,-,2,,15,,2,,2,,,-,0,,2,,1,,2,,,-,0,,1,,,-,,-,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN
TEXAS,2014,3,,-,1,,5,,,-,,-,,-,1,,5,,,-,,-,,-,0,,3,,,-,,-,,POINT (-99.4267664729997 31.827243635000457),,TEXAS
WASHINGTON,2014,3,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON
UNITED STATES,2014,4,16,,348,,2174,,156,,833,,9,,24,,49,,44,,72,,6,,9,,21,,30,,60,,,,,
NEW ENGLAND,2014,4,,-,118,,878,,8,,258,,1,,2,,8,,2,,7,,,-,0,,3,,,-,5,,,,,
MID. ATLANTIC,2014,4,11,,176,,1004,,109,,403,,2,,8,,21,,15,,16,,1,,1,,7,,1,,6,,,,,
E.N. CENTRAL,2014,4,,-,17,,221,,8,,27,,1,,2,,8,,5,,10,,,-,0,,4,,,-,3,,,,,
W.N. CENTRAL,2014,4,,-,3,,31,,1,,2,,,-,0,,3,,3,,4,,,-,0,,3,,1,,7,,,,,
S. ATLANTIC,2014,4,4,,36,,124,,27,,133,,3,,5,,16,,10,,24,,1,,1,,6,,8,,14,,,,,
E.S. CENTRAL,2014,4,,-,1,,9,,2,,3,,1,,1,,4,,3,,4,,,-,0,,2,,1,,3,,,,,
W.S. CENTRAL,2014,4,,-,1,,5,,,-,,-,,-,1,,7,,,-,1,,1,,1,,3,,4,,,-,,,,
MOUNTAIN,2014,4,1,,2,,9,,1,,1,,,-,1,,6,,1,,3,,,-,0,,4,,2,,3,,,,,
PACIFIC,2014,4,,-,3,,8,,,-,6,,1,,2,,8,,5,,3,,3,,2,,8,,13,,19,,,,,
NEW YORK CITY,2014,4,,-,2,,39,,,-,2,,1,,4,,13,,11,,8,,,-,0,,2,,,-,2,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
VIRGINIA,2014,4,1,,3,,107,,2,,2,,1,,0,,4,,2,,,-,,-,0,,1,,1,,,-,,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA
WEST VIRGINIA,2014,4,,-,1,,19,,2,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA
MASSACHUSETTS,2014,4,,-,36,,437,,2,,104,,,-,1,,4,,,-,5,,,-,0,,3,,,-,2,,,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS
MONTANA,2014,4,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-109.42441687999968 47.066526051000494),,MONTANA
VERMONT,2014,4,,-,8,,92,,,-,10,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),,VERMONT
SOUTH CAROLINA,2014,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA
OHIO,2014,4,,-,1,,7,,,-,3,,1,,1,,3,,4,,1,,,-,0,,2,,,-,,-,,POINT (-82.40425685299965 40.06021029700048),,OHIO
SOUTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,1,,,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA
CONNECTICUT,2014,4,,-,29,,251,,2,,105,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT
LOUISIANA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA
MAINE,2014,4,,-,15,,99,,4,,16,,1,,0,,2,,2,,,-,,-,0,,1,,,-,1,,,POINT (-68.98502952999962 45.254228663000504),,MAINE
DIST. OF COL.,2014,4,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.
NORTH CAROLINA,2014,4,,-,0,,32,,,-,,-,,-,0,,6,,,-,,-,,-,0,,2,,2,,4,,,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA
ALABAMA,2014,4,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-86.63185803899967 32.84057327200048),,ALABAMA
KENTUCKY,2014,4,,-,0,,9,,1,,1,,1,,0,,1,,1,,2,,,-,0,,0,,,-,1,,,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY
COLORADO,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,1,,1,,,POINT (-106.13360888799969 38.84384047000049),,COLORADO
NORTH DAKOTA,2014,4,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA
ARIZONA,2014,4,,-,0,,3,,,-,,-,,-,0,,3,,1,,2,,,-,0,,3,,1,,1,,,POINT (-111.76380949799972 34.865973091000455),,ARIZONA
OREGON,2014,4,,-,1,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,3,,6,,1,,,POINT (-120.15502977999972 44.567446178000466),,OREGON
NEVADA,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,POINT (-117.07183978499972 39.49324126500045),,NEVADA
CALIFORNIA,2014,4,,-,1,,6,,,-,4,,1,,1,,7,,5,,3,,,-,2,,6,,4,,18,,,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA
IDAHO,2014,4,1,,0,,3,,1,,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-114.3637261449997 43.682630058000484),,IDAHO
NEW HAMPSHIRE,2014,4,,-,6,,91,,,-,22,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),,GUAM
PUERTO RICO,2014,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO
INDIANA,2014,4,,-,1,,13,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,,POINT (-86.14995579899966 39.76691364600049),,INDIANA
TENNESSEE,2014,4,,-,0,,3,,1,,1,,,-,0,,3,,2,,2,,,-,0,,1,,1,,,-,,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE
HAWAII,2014,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-157.85774691599974 21.30485166200043),,HAWAII
KANSAS,2014,4,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-98.20077655499966 38.34774033400049),,KANSAS
NEW MEXICO,2014,4,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO
DELAWARE,2014,4,1,,7,,23,,9,,23,,1,,0,,2,,1,,,-,,-,0,,1,,,-,,-,,POINT (-75.57773943699965 39.00883351400046),,DELAWARE
IOWA,2014,4,,-,2,,27,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),,IOWA
FLORIDA,2014,4,1,,2,,14,,4,,5,,,-,1,,3,,2,,7,,1,,1,,3,,4,,7,,,POINT (-81.92895558499964 28.932042899000464),,FLORIDA
MISSOURI,2014,4,,-,0,,3,,,-,1,,,-,0,,1,,1,,1,,,-,0,,2,,1,,3,,,POINT (-92.56629737199967 38.63579372300046),,MISSOURI
MISSISSIPPI,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.
VIRGIN ISL.,2014,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.
GEORGIA,2014,4,,-,0,,4,,,-,,-,,-,1,,5,,,-,4,,,-,0,,2,,,-,1,,,POINT (-83.62757601199968 32.83968004200045),,GEORGIA
ILLINOIS,2014,4,,-,2,,30,,,-,2,,,-,1,,5,,,-,5,,,-,0,,2,,,-,1,,,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS
NEBRASKA,2014,4,,-,0,,2,,1,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA
UTAH,2014,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,POINT (-111.5871285339997 39.36070374600047),,UTAH
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA
WASHINGTON,2014,4,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,3,,0,,5,,3,,,-,,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON
PENNSYLVANIA,2014,4,5,,77,,540,,84,,218,,1,,1,,5,,3,,,-,,-,0,,3,,,-,1,,,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA
WISCONSIN,2014,4,,-,13,,181,,6,,20,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN
MICHIGAN,2014,4,,-,2,,15,,2,,2,,,-,0,,2,,1,,2,,,-,0,,1,,,-,,-,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN
OKLAHOMA,2014,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,2,,,-,,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA
ARKANSAS,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS
ALASKA,2014,4,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),,ALASKA
MARYLAND,2014,4,1,,18,,76,,10,,101,,1,,2,,10,,5,,12,,,-,0,,1,,1,,,-,,POINT (-76.60925970899967 39.2905806980005),,MARYLAND
RHODE ISLAND,2014,4,,-,9,,54,,,-,1,,,-,0,,8,,,-,,-,,-,0,,1,,,-,1,,,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND
