Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column,Counties,States
UTAH,2020,32,,-,9,,64,,123,,,-,2,,3,,17,,UTAH,,20203255,POINT (-111.678222 39.323779),900,13
WYOMING,2020,32,,-,2,,7,,16,,,-,1,,,-,1,,WYOMING,,20203256,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,32,3,,38,,258,,679,,,-,2,,3,,61,,,PACIFIC,20203257,,,
ALASKA,2020,32,,-,1,,,-,6,,,-,0,,,-,,-,ALASKA,,20203258,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,32,,-,23,,140,,355,,,-,2,,3,,43,,CALIFORNIA,,20203259,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,32,,-,1,,2,,4,,,-,0,,,-,,-,HAWAII,,20203260,POINT (-157.854309 21.361013),1657,4
OREGON,2020,32,,-,10,,43,,163,,,-,0,,,-,5,,OREGON,,20203261,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,32,3,,8,,73,,151,,,-,0,,,-,13,,WASHINGTON,,20203262,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203263,,,
AMERICAN SAMOA,2020,32,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20203264,,,
NORTHERN MARIANA ISLANDS,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203265,POINT (145.725693 15.1834),,
GUAM,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203266,POINT (144.653198 13.3532),,
PUERTO RICO,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203267,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203268,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,32,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20203269,,,
TOTAL,2020,32,67,,433,,3170,,6919,,31,,209,,841,,3180,,,TOTAL,20203270,,,
US RESIDENTS,2020,33,68,,451,,3511,,7762,,49,,224,,992,,3933,,,US RESIDENTS,20203301,,,
NEW ENGLAND,2020,33,6,,26,,179,,325,,,-,5,,24,,353,,,NEW ENGLAND,20203302,,,
CONNECTICUT,2020,33,1,,5,,21,,47,,,-,2,,5,,102,,CONNECTICUT,,20203303,POINT (-72.738288 41.575155),1043,24
MAINE,2020,33,3,,13,,34,,32,,,-,0,,,-,,-,MAINE,,20203304,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,33,2,,10,,64,,151,,,-,4,,16,,207,,MASSACHUSETTS,,20203305,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,33,,-,4,,20,,45,,,-,2,,3,,9,,NEW HAMPSHIRE,,20203306,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,33,,-,7,,16,,30,,,-,2,,,-,29,,RHODE ISLAND,,20203307,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,33,,-,5,,24,,20,,,-,0,,,-,6,,VERMONT,,20203308,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,33,25,,67,,564,,908,,,-,25,,150,,722,,,MIDDLE ATLANTIC,20203309,,,
NEW JERSEY,2020,33,,-,16,,50,,159,,,-,11,,40,,255,,NEW JERSEY,,20203310,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,33,18,,31,,243,,236,,,-,11,,22,,288,,NEW YORK,,20203311,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,33,2,,19,,91,,198,,,-,17,,88,,179,,,NEW YORK CITY,20203312,,,
PENNSYLVANIA,2020,33,5,,18,,180,,315,,,N,,NC,,N,,N,PENNSYLVANIA,,20203313,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,33,9,,117,,623,,1590,,5,,60,,227,,549,,,EAST NORTH CENTRAL,20203314,,,
ILLINOIS,2020,33,,-,20,,110,,270,,,-,46,,117,,161,,ILLINOIS,,20203315,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,33,,-,11,,10,,182,,,-,1,,,-,22,,INDIANA,,20203316,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,33,,-,20,,38,,254,,,-,1,,,-,124,,MICHIGAN,,20203317,POINT (-85.730977 44.874798),1262,50
OHIO,2020,33,5,,31,,216,,394,,5,,16,,41,,135,,OHIO,,20203318,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,33,4,,35,,249,,490,,,-,17,,69,,107,,WISCONSIN,,20203319,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,33,9,,74,,490,,1240,,9,,114,,357,,367,,,WEST NORTH CENTRAL,20203320,,,
IOWA,2020,33,2,,18,,225,,381,,,-,102,,233,,119,,IOWA,,20203321,POINT (-93.500061 42.074659),299,16
KANSAS,2020,33,2,,9,,35,,81,,1,,4,,14,,22,,KANSAS,,20203322,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,33,,-,22,,,-,296,,,-,2,,,-,131,,MINNESOTA,,20203323,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,33,,-,24,,92,,197,,,-,15,,31,,52,,MISSOURI,,20203324,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,33,5,,7,,79,,136,,8,,30,,79,,33,,NEBRASKA,,20203325,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,33,,-,2,,14,,25,,,N,,NC,,N,,N,NORTH DAKOTA,,20203326,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,33,,-,8,,45,,124,,,-,0,,,-,10,,SOUTH DAKOTA,,20203327,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,33,5,,81,,584,,1205,,3,,67,,71,,1047,,,SOUTH ATLANTIC,20203328,,,
DELAWARE,2020,33,,-,3,,3,,17,,,-,0,,,-,5,,DELAWARE,,20203329,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,33,,-,2,,6,,15,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20203330,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,33,,-,21,,138,,392,,,-,38,,11,,477,,FLORIDA,,20203331,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,33,2,,20,,143,,222,,2,,14,,34,,67,,GEORGIA,,20203332,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,33,1,,6,,40,,57,,,-,17,,6,,190,,MARYLAND,,20203333,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,33,,-,10,,71,,164,,,-,1,,,-,73,,NORTH CAROLINA,,20203334,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,33,,-,7,,52,,54,,1,,3,,10,,20,,SOUTH CAROLINA,,20203335,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,33,2,,51,,116,,238,,,-,17,,9,,174,,VIRGINIA,,20203336,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,33,,-,3,,15,,46,,,-,1,,1,,4,,WEST VIRGINIA,,20203337,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,33,,-,45,,211,,447,,2,,8,,18,,57,,,EAST SOUTH CENTRAL,20203338,,,
ALABAMA,2020,33,,-,14,,28,,118,,,N,,NC,,N,,N,ALABAMA,,20203339,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,33,,-,21,,72,,146,,2,,3,,7,,,-,KENTUCKY,,20203340,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,33,,-,6,,14,,46,,,N,,NC,,N,,N,MISSISSIPPI,,20203341,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,33,,-,13,,97,,137,,,-,8,,11,,57,,TENNESSEE,,20203342,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,33,4,,203,,281,,768,,30,,96,,106,,679,,,WEST SOUTH CENTRAL,20203343,,,
ARKANSAS,2020,33,1,,9,,37,,92,,,-,7,,3,,23,,ARKANSAS,,20203344,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,33,3,,18,,51,,170,,,-,14,,3,,51,,LOUISIANA,,20203345,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,33,,-,10,,47,,88,,,N,,NC,,N,,N,OKLAHOMA,,20203346,POINT (-97.508297 35.583449),712,20
TEXAS,2020,33,,-,195,,146,,418,,30,,78,,100,,605,,TEXAS,,20203347,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,33,7,,34,,312,,570,,,-,6,,36,,98,,,MOUNTAIN,20203348,,,
ARIZONA,2020,33,1,,6,,53,,87,,,-,2,,2,,14,,ARIZONA,,20203349,POINT (-111.664616 34.293239),987,7
COLORADO,2020,33,2,,14,,94,,154,,,-,5,,26,,48,,COLORADO,,20203350,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,33,,-,10,,9,,78,,,N,,NC,,N,,N,IDAHO,,20203351,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,33,1,,4,,38,,43,,,-,1,,1,,2,,MONTANA,,20203352,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,33,,-,4,,8,,32,,,N,,NC,,N,,N,NEVADA,,20203353,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,33,,-,7,,23,,36,,,-,1,,3,,16,,NEW MEXICO,,20203354,POINT (-106.108388 34.421369),616,11
UTAH,2020,33,3,,9,,80,,124,,,-,2,,4,,17,,UTAH,,20203355,POINT (-111.678222 39.323779),900,13
WYOMING,2020,33,,-,2,,7,,16,,,-,1,,,-,1,,WYOMING,,20203356,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,33,3,,34,,267,,709,,,-,2,,3,,61,,,PACIFIC,20203357,,,
ALASKA,2020,33,,-,1,,,-,7,,,-,0,,,-,,-,ALASKA,,20203358,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,33,,-,23,,144,,372,,,-,2,,3,,43,,CALIFORNIA,,20203359,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,33,,-,1,,2,,5,,,-,0,,,-,,-,HAWAII,,20203360,POINT (-157.854309 21.361013),1657,4
OREGON,2020,33,2,,10,,46,,167,,,-,0,,,-,5,,OREGON,,20203361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,33,1,,7,,75,,158,,,-,0,,,-,13,,WASHINGTON,,20203362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,33,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203363,,,
AMERICAN SAMOA,2020,33,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20203364,,,
NORTHERN MARIANA ISLANDS,2020,33,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203365,POINT (145.725693 15.1834),,
GUAM,2020,33,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203366,POINT (144.653198 13.3532),,
PUERTO RICO,2020,33,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,33,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,33,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20203369,,,
TOTAL,2020,33,68,,451,,3511,,7765,,49,,224,,992,,3933,,,TOTAL,20203370,,,
US RESIDENTS,2020,34,74,,443,,3647,,8205,,28,,184,,1072,,4085,,,US RESIDENTS,20203401,,,
NEW ENGLAND,2020,34,6,,26,,195,,343,,1,,5,,26,,354,,,NEW ENGLAND,20203402,,,
CONNECTICUT,2020,34,,-,5,,21,,48,,,-,2,,5,,103,,CONNECTICUT,,20203403,POINT (-72.738288 41.575155),1043,24
MAINE,2020,34,1,,13,,35,,34,,,-,0,,,-,,-,MAINE,,20203404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,34,3,,10,,68,,157,,,-,4,,17,,207,,MASSACHUSETTS,,20203405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,34,,-,4,,22,,47,,,-,2,,3,,9,,NEW HAMPSHIRE,,20203406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,34,2,,7,,18,,37,,1,,1,,1,,29,,RHODE ISLAND,,20203407,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,34,,-,10,,31,,20,,,-,0,,,-,6,,VERMONT,,20203408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,34,23,,67,,598,,961,,,-,27,,162,,724,,,MIDDLE ATLANTIC,20203409,,,
NEW JERSEY,2020,34,,-,16,,53,,173,,,-,13,,48,,255,,NEW JERSEY,,20203410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,34,18,,31,,263,,249,,,-,5,,22,,289,,NEW YORK,,20203411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,34,1,,19,,94,,207,,,-,17,,92,,180,,,NEW YORK CITY,20203412,,,
PENNSYLVANIA,2020,34,4,,18,,188,,332,,,N,,NC,,N,,N,PENNSYLVANIA,,20203413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,34,15,,89,,656,,1679,,8,,61,,245,,554,,,EAST NORTH CENTRAL,20203414,,,
ILLINOIS,2020,34,,-,17,,110,,287,,,-,47,,133,,161,,ILLINOIS,,20203415,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,34,,-,10,,10,,192,,,-,1,,,-,22,,INDIANA,,20203416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,34,,-,15,,38,,262,,,-,1,,,-,124,,MICHIGAN,,20203417,POINT (-85.730977 44.874798),1262,50
OHIO,2020,34,9,,28,,225,,417,,7,,14,,42,,140,,OHIO,,20203418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,34,6,,31,,273,,521,,1,,17,,70,,107,,WISCONSIN,,20203419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,34,1,,64,,498,,1303,,6,,114,,379,,373,,,WEST NORTH CENTRAL,20203420,,,
IOWA,2020,34,,-,18,,231,,397,,,-,102,,240,,120,,IOWA,,20203421,POINT (-93.500061 42.074659),299,16
KANSAS,2020,34,,-,9,,36,,86,,3,,5,,26,,23,,KANSAS,,20203422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,34,,-,18,,,-,311,,,-,2,,,-,132,,MINNESOTA,,20203423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,34,,-,24,,92,,213,,,-,15,,31,,54,,MISSOURI,,20203424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,34,1,,7,,80,,143,,3,,30,,82,,34,,NEBRASKA,,20203425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,34,,-,2,,14,,25,,,N,,NC,,N,,N,NORTH DAKOTA,,20203426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,34,,-,7,,45,,128,,,-,0,,,-,10,,SOUTH DAKOTA,,20203427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,34,7,,81,,593,,1269,,4,,37,,78,,1084,,,SOUTH ATLANTIC,20203428,,,
DELAWARE,2020,34,,-,3,,3,,18,,,-,0,,,-,5,,DELAWARE,,20203429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,34,,-,2,,6,,16,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20203430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,34,,-,21,,138,,410,,,-,27,,12,,504,,FLORIDA,,20203431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,34,,-,20,,144,,230,,,-,15,,36,,69,,GEORGIA,,20203432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,34,2,,6,,43,,60,,3,,17,,9,,193,,MARYLAND,,20203433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,34,,-,10,,71,,174,,,-,1,,,-,73,,NORTH CAROLINA,,20203434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,34,2,,7,,54,,57,,1,,3,,11,,20,,SOUTH CAROLINA,,20203435,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,34,3,,51,,119,,257,,,-,11,,9,,179,,VIRGINIA,,20203436,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,34,,-,3,,15,,47,,,-,1,,1,,4,,WEST VIRGINIA,,20203437,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,34,,-,45,,211,,492,,,-,4,,19,,61,,,EAST SOUTH CENTRAL,20203438,,,
ALABAMA,2020,34,,-,14,,28,,132,,,N,,NC,,N,,N,ALABAMA,,20203439,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,34,,-,21,,72,,167,,,-,3,,8,,,-,KENTUCKY,,20203440,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,34,,-,6,,14,,51,,,N,,NC,,N,,N,MISSISSIPPI,,20203441,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,34,,-,13,,97,,142,,,-,4,,11,,61,,TENNESSEE,,20203442,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,34,10,,203,,292,,829,,8,,95,,115,,774,,,WEST SOUTH CENTRAL,20203443,,,
ARKANSAS,2020,34,,-,9,,37,,95,,,-,4,,3,,27,,ARKANSAS,,20203444,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,34,6,,18,,57,,182,,,-,14,,3,,64,,LOUISIANA,,20203445,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,34,4,,9,,52,,97,,,N,,NC,,N,,N,OKLAHOMA,,20203446,POINT (-97.508297 35.583449),712,20
TEXAS,2020,34,,-,195,,146,,455,,8,,78,,109,,683,,TEXAS,,20203447,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,34,1,,34,,320,,594,,1,,7,,44,,100,,,MOUNTAIN,20203448,,,
ARIZONA,2020,34,,-,6,,54,,92,,,-,2,,2,,14,,ARIZONA,,20203449,POINT (-111.664616 34.293239),987,7
COLORADO,2020,34,,-,14,,97,,158,,1,,5,,30,,49,,COLORADO,,20203450,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,34,,-,10,,9,,79,,,N,,NC,,N,,N,IDAHO,,20203451,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,34,,-,4,,38,,46,,,-,1,,1,,2,,MONTANA,,20203452,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,34,,-,4,,8,,32,,,N,,NC,,N,,N,NEVADA,,20203453,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,34,1,,7,,26,,39,,,-,1,,4,,16,,NEW MEXICO,,20203454,POINT (-106.108388 34.421369),616,11
UTAH,2020,34,,-,9,,81,,132,,,-,2,,6,,17,,UTAH,,20203455,POINT (-111.678222 39.323779),900,13
WYOMING,2020,34,,-,2,,7,,16,,,-,1,,1,,2,,WYOMING,,20203456,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,34,11,,34,,284,,735,,,-,2,,4,,61,,,PACIFIC,20203457,,,
ALASKA,2020,34,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20203458,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,34,3,,23,,151,,390,,,-,2,,4,,43,,CALIFORNIA,,20203459,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,34,,-,1,,2,,5,,,-,0,,,-,,-,HAWAII,,20203460,POINT (-157.854309 21.361013),1657,4
OREGON,2020,34,3,,10,,50,,172,,,-,0,,,-,5,,OREGON,,20203461,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,34,5,,7,,81,,161,,,-,0,,,-,13,,WASHINGTON,,20203462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203463,,,
AMERICAN SAMOA,2020,34,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20203464,,,
NORTHERN MARIANA ISLANDS,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203465,POINT (145.725693 15.1834),,
GUAM,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203466,POINT (144.653198 13.3532),,
PUERTO RICO,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203467,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203468,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,34,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20203469,,,
TOTAL,2020,34,74,,443,,3647,,8208,,28,,184,,1072,,4085,,,TOTAL,20203470,,,
US RESIDENTS,2020,35,54,,443,,3788,,8665,,17,,193,,1177,,4230,,,US RESIDENTS,20203501,,,
NEW ENGLAND,2020,35,6,,26,,213,,364,,,-,5,,29,,355,,,NEW ENGLAND,20203502,,,
CONNECTICUT,2020,35,,-,5,,21,,52,,,-,2,,5,,103,,CONNECTICUT,,20203503,POINT (-72.738288 41.575155),1043,24
MAINE,2020,35,1,,13,,36,,36,,,-,0,,,-,,-,MAINE,,20203504,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,35,3,,10,,73,,167,,,-,4,,20,,207,,MASSACHUSETTS,,20203505,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,35,,-,4,,22,,48,,,-,2,,3,,9,,NEW HAMPSHIRE,,20203506,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,35,,-,4,,18,,41,,,-,1,,1,,30,,RHODE ISLAND,,20203507,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,35,2,,11,,43,,20,,,-,0,,,-,6,,VERMONT,,20203508,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,35,14,,67,,620,,1028,,1,,30,,184,,731,,,MIDDLE ATLANTIC,20203509,,,
NEW JERSEY,2020,35,,-,16,,53,,189,,,-,16,,57,,256,,NEW JERSEY,,20203510,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,35,13,,31,,276,,267,,1,,5,,24,,292,,NEW YORK,,20203511,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,35,,-,19,,99,,223,,,-,17,,103,,183,,,NEW YORK CITY,20203512,,,
PENNSYLVANIA,2020,35,1,,18,,192,,349,,,N,,NC,,N,,N,PENNSYLVANIA,,20203513,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,35,6,,82,,693,,1770,,5,,68,,277,,561,,,EAST NORTH CENTRAL,20203514,,,
ILLINOIS,2020,35,,-,12,,117,,298,,,-,54,,159,,162,,ILLINOIS,,20203515,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,35,,-,10,,10,,216,,,-,1,,,-,26,,INDIANA,,20203516,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,35,,-,15,,38,,270,,,-,1,,,-,124,,MICHIGAN,,20203517,POINT (-85.730977 44.874798),1262,50
OHIO,2020,35,4,,28,,240,,445,,5,,14,,47,,141,,OHIO,,20203518,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,35,2,,28,,288,,541,,,-,17,,71,,108,,WISCONSIN,,20203519,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,35,7,,64,,516,,1366,,2,,114,,382,,378,,,WEST NORTH CENTRAL,20203520,,,
IOWA,2020,35,2,,18,,242,,406,,,-,102,,241,,120,,IOWA,,20203521,POINT (-93.500061 42.074659),299,16
KANSAS,2020,35,1,,9,,37,,93,,,-,5,,26,,23,,KANSAS,,20203522,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,35,,-,18,,,-,326,,,-,2,,,-,134,,MINNESOTA,,20203523,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,35,,-,24,,92,,237,,,-,15,,31,,56,,MISSOURI,,20203524,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,35,4,,7,,86,,149,,2,,30,,84,,35,,NEBRASKA,,20203525,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,35,,-,2,,14,,25,,,N,,NC,,N,,N,NORTH DAKOTA,,20203526,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,35,,-,7,,45,,130,,,-,0,,,-,10,,SOUTH DAKOTA,,20203527,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,35,5,,81,,614,,1340,,4,,33,,96,,1117,,,SOUTH ATLANTIC,20203528,,,
DELAWARE,2020,35,,-,3,,9,,21,,,-,1,,1,,5,,DELAWARE,,20203529,POINT (-75.452394 38.994926),1046,43
