Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2021†","Cryptosporidiosis, Cum 2021†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2021†","Cyclosporiasis, Cum 2021†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode,Counties,States
EAST SOUTH CENTRAL,2021,43,5,,18,,276,,490,,,-,9,,70,,73,,,EAST SOUTH CENTRAL,20214338,,,
ALABAMA,2021,43,2,,7,,94,,107,,,-,3,,6,,10,,ALABAMA,,20214339,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,43,3,,8,,94,,197,,,-,5,,24,,13,,KENTUCKY,,20214340,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,43,,-,0,,,-,18,,,N,,NC,,N,,N,MISSISSIPPI,,20214341,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,43,,-,7,,88,,168,,,-,7,,40,,50,,TENNESSEE,,20214342,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,43,8,,35,,367,,495,,10,,32,,252,,492,,,WEST SOUTH CENTRAL,20214343,,,
ARKANSAS,2021,43,4,,6,,46,,50,,,-,4,,12,,9,,ARKANSAS,,20214344,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,43,3,,8,,63,,88,,,-,3,,9,,54,,LOUISIANA,,20214345,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,43,1,,12,,76,,73,,,N,,NC,,N,,N,OKLAHOMA,,20214346,POINT (-97.508297 35.583449),712,20
TEXAS,2021,43,,-,27,,182,,284,,10,,31,,231,,429,,TEXAS,,20214347,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,43,3,,23,,498,,501,,,-,23,,168,,56,,,MOUNTAIN,20214348,,,
ARIZONA,2021,43,1,,8,,75,,74,,,-,5,,20,,2,,ARIZONA,,20214349,POINT (-111.664616 34.293239),987,7
COLORADO,2021,43,,-,10,,159,,131,,,-,18,,116,,35,,COLORADO,,20214350,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,43,,-,6,,69,,77,,,N,,NC,,N,,N,IDAHO,,20214351,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,43,,-,5,,37,,42,,,-,1,,3,,1,,MONTANA,,20214352,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,43,,-,2,,12,,18,,,N,,NC,,N,,N,NEVADA,,20214353,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,43,,-,4,,32,,36,,,-,2,,4,,4,,NEW MEXICO,,20214354,POINT (-106.108388 34.421369),616,11
UTAH,2021,43,2,,10,,110,,113,,,-,6,,23,,12,,UTAH,,20214355,POINT (-111.678222 39.323779),900,13
WYOMING,2021,43,,-,2,,4,,10,,,-,1,,2,,2,,WYOMING,,20214356,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,43,7,,176,,533,,543,,,-,14,,76,,13,,,PACIFIC,20214357,,,
ALASKA,2021,43,,-,5,,17,,6,,,-,0,,,-,2,,ALASKA,,20214358,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,43,6,,14,,295,,448,,,-,10,,62,,11,,CALIFORNIA,,20214359,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,43,,-,1,,6,,4,,,-,0,,,-,,-,HAWAII,,20214360,POINT (-157.854309 21.361013),1657,4
OREGON,2021,43,1,,6,,106,,85,,,-,4,,14,,,-,OREGON,,20214361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,43,,-,172,,109,,,-,,-,11,,,-,,-,WASHINGTON,,20214362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,43,,-,0,,,-,3,,,-,0,,,-,,-,,US TERRITORIES,20214363,,,
AMERICAN SAMOA,2021,43,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20214364,,,
NORTHERN MARIANA ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214365,POINT (145.725693 15.1834),,
GUAM,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214366,POINT (144.653198 13.3532),,
PUERTO RICO,2021,43,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20214367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,43,,-,1,,,-,3,,,-,1,,1,,,-,,NON-US RESIDENTS,20214369,,,
TOTAL,2021,43,46,,301,,5398,,6536,,12,,193,,1707,,2454,,,TOTAL,20214370,,,
US RESIDENTS,2021,44,52,,301,,5557,,6543,,1,,192,,1715,,2470,,,US RESIDENTS,20214401,,,
NEW ENGLAND,2021,44,1,,17,,261,,292,,,-,13,,74,,37,,,NEW ENGLAND,20214402,,,
CONNECTICUT,2021,44,,-,4,,37,,28,,,-,7,,27,,7,,CONNECTICUT,,20214403,POINT (-72.738288 41.575155),1043,24
MAINE,2021,44,,-,6,,49,,54,,,-,2,,2,,,-,MAINE,,20214404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,44,1,,7,,106,,99,,,-,6,,37,,23,,MASSACHUSETTS,,20214405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,44,,-,6,,40,,35,,,-,1,,5,,3,,NEW HAMPSHIRE,,20214406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,44,,-,3,,26,,20,,,-,1,,3,,4,,RHODE ISLAND,,20214407,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,44,,-,2,,3,,56,,,-,0,,,-,,-,VERMONT,,20214408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,44,15,,52,,976,,838,,,-,49,,244,,269,,,MIDDLE ATLANTIC,20214409,,,
NEW JERSEY,2021,44,,-,10,,104,,103,,,-,1,,1,,104,,NEW JERSEY,,20214410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,44,11,,25,,379,,343,,,-,28,,130,,47,,NEW YORK,,20214411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,44,3,,20,,233,,122,,,-,12,,113,,118,,,NEW YORK CITY,20214412,,,
PENNSYLVANIA,2021,44,1,,16,,260,,270,,,N,,NC,,N,,N,PENNSYLVANIA,,20214413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,44,8,,66,,1061,,1325,,,-,42,,292,,474,,,EAST NORTH CENTRAL,20214414,,,
ILLINOIS,2021,44,,-,19,,208,,217,,,-,21,,122,,318,,ILLINOIS,,20214415,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,44,,-,5,,9,,141,,,-,2,,6,,7,,INDIANA,,20214416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,44,,-,4,,5,,219,,,-,1,,,-,20,,MICHIGAN,,20214417,POINT (-85.730977 44.874798),1262,50
OHIO,2021,44,,-,25,,343,,295,,,-,15,,70,,56,,OHIO,,20214418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,44,8,,34,,496,,453,,,-,23,,94,,73,,WISCONSIN,,20214419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,44,,-,36,,706,,1139,,,-,26,,147,,763,,,WEST NORTH CENTRAL,20214420,,,
IOWA,2021,44,,-,21,,345,,323,,,-,16,,82,,267,,IOWA,,20214421,POINT (-93.500061 42.074659),299,16
KANSAS,2021,44,,-,6,,82,,68,,,-,2,,9,,59,,KANSAS,,20214422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,44,,-,6,,,-,339,,,-,1,,,-,142,,MINNESOTA,,20214423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,44,,-,5,,60,,214,,,-,5,,9,,185,,MISSOURI,,20214424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,44,,-,7,,87,,102,,,-,8,,31,,88,,NEBRASKA,,20214425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,44,,-,4,,26,,22,,,N,,NC,,N,,N,NORTH DAKOTA,,20214426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,44,,-,13,,106,,71,,,-,4,,16,,22,,SOUTH DAKOTA,,20214427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,44,8,,36,,815,,992,,1,,52,,387,,284,,,SOUTH ATLANTIC,20214428,,,
DELAWARE,2021,44,,-,2,,17,,23,,,-,2,,4,,1,,DELAWARE,,20214429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,44,,-,2,,4,,12,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,44,,-,14,,221,,247,,,-,41,,180,,141,,FLORIDA,,20214431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,44,1,,10,,174,,163,,,-,12,,67,,45,,GEORGIA,,20214432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,44,3,,6,,67,,69,,,-,6,,43,,18,,MARYLAND,,20214433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,44,,-,8,,98,,175,,,-,8,,34,,34,,NORTH CAROLINA,,20214434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,44,2,,6,,74,,74,,1,,8,,27,,12,,SOUTH CAROLINA,,20214435,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,44,2,,12,,154,,171,,,-,4,,32,,28,,VIRGINIA,,20214436,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,44,,-,1,,6,,58,,,-,0,,,-,5,,WEST VIRGINIA,,20214437,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,44,3,,18,,285,,496,,,-,9,,72,,75,,,EAST SOUTH CENTRAL,20214438,,,
ALABAMA,2021,44,1,,7,,98,,111,,,-,3,,6,,10,,ALABAMA,,20214439,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,44,2,,8,,99,,199,,,-,5,,25,,15,,KENTUCKY,,20214440,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,44,,-,0,,,-,18,,,N,,NC,,N,,N,MISSISSIPPI,,20214441,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,44,,-,7,,88,,168,,,-,7,,41,,50,,TENNESSEE,,20214442,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,44,7,,35,,390,,502,,,-,32,,253,,498,,,WEST SOUTH CENTRAL,20214443,,,
ARKANSAS,2021,44,2,,6,,48,,50,,,-,4,,12,,10,,ARKANSAS,,20214444,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,44,3,,8,,68,,90,,,-,3,,9,,54,,LOUISIANA,,20214445,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,44,2,,12,,78,,73,,,N,,NC,,N,,N,OKLAHOMA,,20214446,POINT (-97.508297 35.583449),712,20
TEXAS,2021,44,,-,27,,196,,289,,,-,31,,232,,434,,TEXAS,,20214447,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,44,6,,23,,520,,512,,,-,23,,169,,57,,,MOUNTAIN,20214448,,,
ARIZONA,2021,44,2,,8,,80,,74,,,-,5,,20,,2,,ARIZONA,,20214449,POINT (-111.664616 34.293239),987,7
COLORADO,2021,44,1,,10,,164,,137,,,-,18,,116,,35,,COLORADO,,20214450,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,44,1,,6,,70,,79,,,N,,NC,,N,,N,IDAHO,,20214451,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,44,1,,5,,44,,42,,,-,1,,3,,1,,MONTANA,,20214452,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,44,,-,2,,13,,19,,,N,,NC,,N,,N,NEVADA,,20214453,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,44,,-,4,,32,,36,,,-,2,,5,,4,,NEW MEXICO,,20214454,POINT (-106.108388 34.421369),616,11
UTAH,2021,44,1,,10,,113,,115,,,-,6,,23,,12,,UTAH,,20214455,POINT (-111.678222 39.323779),900,13
WYOMING,2021,44,,-,2,,4,,10,,,-,1,,2,,3,,WYOMING,,20214456,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,44,4,,176,,543,,447,,,-,14,,77,,13,,,PACIFIC,20214457,,,
ALASKA,2021,44,,-,5,,17,,6,,,-,0,,,-,2,,ALASKA,,20214458,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,44,4,,14,,304,,351,,,-,10,,63,,11,,CALIFORNIA,,20214459,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,44,,-,1,,6,,4,,,-,0,,,-,,-,HAWAII,,20214460,POINT (-157.854309 21.361013),1657,4
OREGON,2021,44,,-,6,,107,,86,,,-,4,,14,,,-,OREGON,,20214461,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,44,,-,172,,109,,,-,,-,11,,,-,,-,WASHINGTON,,20214462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,44,,-,0,,,-,3,,,-,0,,,-,,-,,US TERRITORIES,20214463,,,
AMERICAN SAMOA,2021,44,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20214464,,,
NORTHERN MARIANA ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214465,POINT (145.725693 15.1834),,
GUAM,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214466,POINT (144.653198 13.3532),,
PUERTO RICO,2021,44,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20214467,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214468,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,44,,-,1,,,-,3,,,-,1,,1,,,-,,NON-US RESIDENTS,20214469,,,
TOTAL,2021,44,52,,301,,5557,,6549,,1,,193,,1716,,2470,,,TOTAL,20214470,,,
US RESIDENTS,2021,45,56,,301,,5812,,6632,,1,,192,,1733,,2492,,,US RESIDENTS,20214501,,,
NEW ENGLAND,2021,45,6,,17,,274,,296,,,-,13,,74,,37,,,NEW ENGLAND,20214502,,,
CONNECTICUT,2021,45,,-,4,,42,,28,,,-,7,,27,,7,,CONNECTICUT,,20214503,POINT (-72.738288 41.575155),1043,24
MAINE,2021,45,,-,6,,49,,56,,,-,2,,2,,,-,MAINE,,20214504,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,45,5,,7,,113,,100,,,-,6,,37,,23,,MASSACHUSETTS,,20214505,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,45,,-,6,,40,,35,,,-,1,,5,,3,,NEW HAMPSHIRE,,20214506,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,45,1,,3,,27,,21,,,-,1,,3,,4,,RHODE ISLAND,,20214507,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,45,,-,2,,3,,56,,,-,0,,,-,,-,VERMONT,,20214508,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,45,13,,54,,1008,,846,,,-,49,,244,,269,,,MIDDLE ATLANTIC,20214509,,,
NEW JERSEY,2021,45,,-,10,,116,,105,,,-,1,,1,,104,,NEW JERSEY,,20214510,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,45,9,,25,,388,,346,,,-,28,,130,,47,,NEW YORK,,20214511,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,45,,-,20,,236,,124,,,-,12,,113,,118,,,NEW YORK CITY,20214512,,,
PENNSYLVANIA,2021,45,4,,16,,268,,271,,,N,,NC,,N,,N,PENNSYLVANIA,,20214513,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,45,4,,66,,1115,,1341,,1,,42,,296,,474,,,EAST NORTH CENTRAL,20214514,,,
ILLINOIS,2021,45,,-,19,,243,,217,,,-,21,,124,,318,,ILLINOIS,,20214515,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,45,,-,5,,9,,141,,,-,2,,6,,7,,INDIANA,,20214516,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,45,,-,4,,5,,223,,,-,1,,,-,20,,MICHIGAN,,20214517,POINT (-85.730977 44.874798),1262,50
OHIO,2021,45,,-,25,,349,,301,,,-,15,,70,,56,,OHIO,,20214518,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,45,4,,34,,509,,459,,1,,23,,96,,73,,WISCONSIN,,20214519,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,45,,-,36,,715,,1154,,,-,26,,147,,763,,,WEST NORTH CENTRAL,20214520,,,
IOWA,2021,45,,-,21,,350,,329,,,-,16,,82,,267,,IOWA,,20214521,POINT (-93.500061 42.074659),299,16
KANSAS,2021,45,,-,6,,84,,69,,,-,2,,9,,59,,KANSAS,,20214522,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,45,,-,5,,,-,345,,,-,1,,,-,142,,MINNESOTA,,20214523,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,45,,-,5,,60,,216,,,-,5,,9,,185,,MISSOURI,,20214524,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,45,,-,7,,88,,102,,,-,8,,31,,88,,NEBRASKA,,20214525,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,45,,-,4,,27,,22,,,N,,NC,,N,,N,NORTH DAKOTA,,20214526,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,45,,-,13,,106,,71,,,-,4,,16,,22,,SOUTH DAKOTA,,20214527,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,45,10,,36,,860,,1002,,,-,52,,399,,289,,,SOUTH ATLANTIC,20214528,,,
DELAWARE,2021,45,1,,2,,18,,23,,,-,2,,4,,1,,DELAWARE,,20214529,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,45,,-,2,,4,,12,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214530,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,45,,-,14,,250,,251,,,-,41,,192,,146,,FLORIDA,,20214531,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,45,3,,10,,182,,164,,,-,12,,67,,45,,GEORGIA,,20214532,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,45,3,,6,,71,,69,,,-,6,,43,,18,,MARYLAND,,20214533,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,45,,-,8,,98,,176,,,-,8,,34,,34,,NORTH CAROLINA,,20214534,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,45,1,,6,,75,,76,,,-,8,,27,,12,,SOUTH CAROLINA,,20214535,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,45,2,,12,,156,,172,,,-,4,,32,,28,,VIRGINIA,,20214536,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,45,,-,1,,6,,59,,,-,0,,,-,5,,WEST VIRGINIA,,20214537,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,45,5,,18,,291,,502,,,-,9,,72,,81,,,EAST SOUTH CENTRAL,20214538,,,
ALABAMA,2021,45,3,,7,,101,,114,,,-,3,,6,,10,,ALABAMA,,20214539,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,45,2,,8,,102,,201,,,-,5,,25,,15,,KENTUCKY,,20214540,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,45,,-,0,,,-,18,,,N,,NC,,N,,N,MISSISSIPPI,,20214541,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,45,,-,7,,88,,169,,,-,7,,41,,56,,TENNESSEE,,20214542,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,45,6,,35,,465,,518,,,-,32,,253,,509,,,WEST SOUTH CENTRAL,20214543,,,
ARKANSAS,2021,45,,-,6,,49,,52,,,-,4,,12,,12,,ARKANSAS,,20214544,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,45,3,,8,,71,,92,,,-,3,,9,,54,,LOUISIANA,,20214545,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,45,1,,12,,79,,77,,,N,,NC,,N,,N,OKLAHOMA,,20214546,POINT (-97.508297 35.583449),712,20
TEXAS,2021,45,2,,27,,266,,297,,,-,31,,232,,443,,TEXAS,,20214547,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,45,4,,23,,532,,518,,,-,23,,171,,57,,,MOUNTAIN,20214548,,,
ARIZONA,2021,45,,-,8,,84,,75,,,-,5,,20,,2,,ARIZONA,,20214549,POINT (-111.664616 34.293239),987,7
COLORADO,2021,45,4,,10,,169,,139,,,-,18,,116,,35,,COLORADO,,20214550,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,45,,-,6,,71,,80,,,N,,NC,,N,,N,IDAHO,,20214551,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,45,,-,5,,44,,42,,,-,1,,3,,1,,MONTANA,,20214552,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,45,,-,2,,13,,20,,,N,,NC,,N,,N,NEVADA,,20214553,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,45,,-,4,,33,,36,,,-,2,,6,,4,,NEW MEXICO,,20214554,POINT (-106.108388 34.421369),616,11
UTAH,2021,45,,-,10,,113,,115,,,-,6,,24,,12,,UTAH,,20214555,POINT (-111.678222 39.323779),900,13
WYOMING,2021,45,,-,2,,5,,11,,,-,1,,2,,3,,WYOMING,,20214556,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,45,8,,176,,552,,455,,,-,14,,77,,13,,,PACIFIC,20214557,,,
ALASKA,2021,45,,-,5,,17,,6,,,-,0,,,-,2,,ALASKA,,20214558,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,45,8,,14,,313,,357,,,-,10,,63,,11,,CALIFORNIA,,20214559,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,45,,-,1,,6,,4,,,-,0,,,-,,-,HAWAII,,20214560,POINT (-157.854309 21.361013),1657,4
OREGON,2021,45,,-,6,,107,,88,,,-,4,,14,,,-,OREGON,,20214561,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,45,,-,172,,109,,,-,,-,11,,,-,,-,WASHINGTON,,20214562,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,45,,-,0,,,-,3,,,-,0,,,-,,-,,US TERRITORIES,20214563,,,
AMERICAN SAMOA,2021,45,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20214564,,,
NORTHERN MARIANA ISLANDS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214565,POINT (145.725693 15.1834),,
GUAM,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214566,POINT (144.653198 13.3532),,
PUERTO RICO,2021,45,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20214567,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214568,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,45,,-,1,,,-,3,,,-,1,,1,,,-,,NON-US RESIDENTS,20214569,,,
TOTAL,2021,45,56,,301,,5812,,6638,,1,,193,,1734,,2492,,,TOTAL,20214570,,,
US RESIDENTS,2021,46,55,,303,,5955,,6771,,1,,193,,1738,,2479,,,US RESIDENTS,20214601,,,
NEW ENGLAND,2021,46,4,,17,,280,,303,,,-,13,,74,,37,,,NEW ENGLAND,20214602,,,
CONNECTICUT,2021,46,,-,5,,43,,28,,,-,7,,27,,7,,CONNECTICUT,,20214603,POINT (-72.738288 41.575155),1043,24
MAINE,2021,46,,-,6,,50,,57,,,-,2,,2,,,-,MAINE,,20214604,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,46,3,,7,,116,,104,,,-,6,,37,,23,,MASSACHUSETTS,,20214605,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,46,,-,6,,40,,37,,,-,1,,5,,3,,NEW HAMPSHIRE,,20214606,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,46,,-,3,,27,,21,,,-,1,,3,,4,,RHODE ISLAND,,20214607,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,46,1,,2,,4,,56,,,-,0,,,-,,-,VERMONT,,20214608,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,46,12,,54,,1034,,859,,,-,49,,244,,269,,,MIDDLE ATLANTIC,20214609,,,
NEW JERSEY,2021,46,,-,10,,122,,106,,,-,1,,1,,104,,NEW JERSEY,,20214610,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,46,10,,25,,399,,350,,,-,28,,130,,47,,NEW YORK,,20214611,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,46,2,,20,,245,,127,,,-,12,,113,,118,,,NEW YORK CITY,20214612,,,
PENNSYLVANIA,2021,46,,-,16,,268,,276,,,N,,NC,,N,,N,PENNSYLVANIA,,20214613,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,46,2,,66,,1130,,1359,,,-,42,,297,,475,,,EAST NORTH CENTRAL,20214614,,,
ILLINOIS,2021,46,,-,19,,243,,220,,,-,21,,125,,318,,ILLINOIS,,20214615,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,46,,-,5,,9,,141,,,-,2,,6,,7,,INDIANA,,20214616,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,46,,-,4,,5,,227,,,-,0,,,-,21,,MICHIGAN,,20214617,POINT (-85.730977 44.874798),1262,50
OHIO,2021,46,,-,25,,354,,309,,,-,15,,70,,56,,OHIO,,20214618,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,46,2,,34,,519,,462,,,-,23,,96,,73,,WISCONSIN,,20214619,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,46,3,,36,,725,,1168,,1,,26,,148,,764,,,WEST NORTH CENTRAL,20214620,,,
IOWA,2021,46,2,,21,,356,,334,,,-,16,,82,,267,,IOWA,,20214621,POINT (-93.500061 42.074659),299,16
KANSAS,2021,46,1,,6,,85,,72,,,-,2,,9,,59,,KANSAS,,20214622,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,46,,-,5,,,-,346,,,-,0,,,-,143,,MINNESOTA,,20214623,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,46,,-,5,,60,,220,,,-,5,,9,,185,,MISSOURI,,20214624,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,46,,-,7,,90,,102,,1,,8,,32,,88,,NEBRASKA,,20214625,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,46,,-,4,,28,,22,,,N,,NC,,N,,N,NORTH DAKOTA,,20214626,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,46,,-,13,,106,,72,,,-,4,,16,,22,,SOUTH DAKOTA,,20214627,POINT (-100.230491 44.43614),2679,21
